region,category,parameter,mode,powertrain,year,unit,value,percentage
Costa Rica,Historical,EV stock,Cars,BEV,2021,Vehicles,2500,"250000,00%"
Croatia,Historical,EV sales share,Cars,EV,2021,percent,379.999.995.231.628,"37999999523162800,00%"
Croatia,Historical,EV sales,Cars,BEV,2021,Vehicles,1400,"140000,00%"
Croatia,Historical,EV sales,Cars,PHEV,2021,Vehicles,400,"40000,00%"
Cyprus,Historical,EV sales,Cars,PHEV,2021,Vehicles,98,"9800,00%"
Cyprus,Historical,EV sales,Cars,BEV,2021,Vehicles,84,"8400,00%"
Cyprus,Historical,EV sales share,Cars,EV,2021,percent,170.000.004.768.372,"17000000476837200,00%"
Czech Republic,Historical,EV sales share,Cars,EV,2021,percent,309.999.990.463.257,"30999999046325700,00%"
Czech Republic,Historical,EV sales,Cars,PHEV,2021,Vehicles,3700,"370000,00%"
Czech Republic,Historical,EV sales,Cars,BEV,2021,Vehicles,2700,"270000,00%"
Denmark,Historical,EV charging points,EV,Publicly available fast,2021,charging points,240,"24000,00%"
Denmark,Historical,EV charging points,EV,Publicly available slow,2021,charging points,7000,"700000,00%"
Denmark,Historical,EV stock,Vans,FCEV,2021,Vehicles,3,"300,00%"
Denmark,Historical,EV stock,Buses,PHEV,2021,Vehicles,24,"2400,00%"
Denmark,Historical,EV sales,Vans,FCEV,2021,Vehicles,2,"200,00%"
Denmark,Historical,EV sales,Vans,PHEV,2021,Vehicles,320,"32000,00%"
Denmark,Historical,EV stock,Vans,BEV,2021,Vehicles,2600,"260000,00%"
Denmark,Historical,EV sales,Vans,BEV,2021,Vehicles,1500,"150000,00%"
Denmark,Historical,EV stock,Cars,PHEV,2021,Vehicles,78000,"7800000,00%"
Denmark,Historical,EV stock,Vans,PHEV,2021,Vehicles,780,"78000,00%"
Denmark,Historical,EV stock,Cars,BEV,2021,Vehicles,67000,"6700000,00%"
Denmark,Historical,EV sales,Cars,BEV,2021,Vehicles,25000,"2500000,00%"
Denmark,Historical,EV sales,Cars,FCEV,2021,Vehicles,78,"7800,00%"
Denmark,Historical,EV stock,Cars,FCEV,2021,Vehicles,230,"23000,00%"
Denmark,Historical,EV sales,Buses,BEV,2021,Vehicles,220,"22000,00%"
Denmark,Historical,EV stock,Buses,BEV,2021,Vehicles,310,"31000,00%"
Denmark,Historical,EV sales,Cars,PHEV,2021,Vehicles,40000,"4000000,00%"
Denmark,Historical,EV stock,Trucks,BEV,2021,Vehicles,56,"5600,00%"
Denmark,Historical,EV sales,Trucks,FCEV,2021,Vehicles,1,"100,00%"
Denmark,Historical,EV stock,Buses,FCEV,2021,Vehicles,4,"400,00%"
Denmark,Historical,EV sales,Trucks,BEV,2021,Vehicles,50,"5000,00%"
Denmark,Historical,EV sales share,Buses,EV,2021,percent,18,"1800,00%"
Denmark,Historical,EV sales share,Vans,EV,2021,percent,569.999.980.926.514,"56999998092651400,00%"
Denmark,Historical,EV stock share,Buses,EV,2021,percent,3,"300,00%"
Denmark,Historical,EV stock share,Trucks,EV,2021,percent,109.999.999.403.954,"10999999940395400,00%"
Denmark,Historical,EV sales share,Trucks,EV,2021,percent,819.999.992.847.443,"81999999284744300,00%"
Denmark,Historical,EV stock share,Vans,EV,2021,percent,920.000.016.689.301,"92000001668930100,00%"
Denmark,Historical,EV stock share,Cars,EV,2021,percent,519.999.980.926.514,"51999998092651400,00%"
Denmark,Historical,EV sales share,Cars,EV,2021,percent,35,"3500,00%"
Estonia,Historical,EV sales share,Cars,EV,2021,percent,320.000.004.768.372,"32000000476837200,00%"
Estonia,Historical,EV sales,Cars,BEV,2021,Vehicles,480,"48000,00%"
Estonia,Historical,EV sales,Cars,PHEV,2021,Vehicles,240,"24000,00%"
EU27,Historical,EV sales,Cars,PHEV,2021,Vehicles,880000,"88000000,00%"
EU27,Historical,EV sales,Trucks,BEV,2021,Vehicles,1400,"140000,00%"
EU27,Historical,EV stock,Cars,PHEV,2021,Vehicles,1900000,"190000000,00%"
EU27,Historical,EV stock share,Cars,EV,2021,percent,170.000.004.768.372,"17000000476837200,00%"
EU27,Historical,EV sales share,Cars,EV,2021,percent,17,"1700,00%"
EU27,Historical,EV stock share,Vans,EV,2021,percent,629.999.995.231.628,"62999999523162800,00%"
EU27,Historical,EV sales share,Vans,EV,2021,percent,3,"300,00%"
EU27,Historical,EV stock share,Buses,EV,2021,percent,1.5,"4541300,00%"
EU27,Historical,EV sales share,Buses,EV,2021,percent,10,"1000,00%"
EU27,Historical,EV stock,Buses,FCEV,2021,Vehicles,170,"17000,00%"
EU27,Historical,EV sales,Buses,FCEV,2021,Vehicles,75,"7500,00%"
EU27,Historical,EV charging points,EV,Publicly available slow,2021,charging points,260000,"26000000,00%"
EU27,Historical,EV sales,Vans,PHEV,2021,Vehicles,2100,"210000,00%"
EU27,Historical,EV stock,Buses,PHEV,2021,Vehicles,940,"94000,00%"
EU27,Historical,EV stock,Vans,FCEV,2021,Vehicles,320,"32000,00%"
EU27,Historical,EV sales,Vans,FCEV,2021,Vehicles,27,"2700,00%"
EU27,Historical,EV stock,Vans,BEV,2021,Vehicles,170000,"17000000,00%"
EU27,Historical,EV sales,Vans,BEV,2021,Vehicles,45000,"4500000,00%"
EU27,Historical,EV sales,Buses,PHEV,2021,Vehicles,140,"14000,00%"
EU27,Historical,EV stock,Buses,BEV,2021,Vehicles,8200,"820000,00%"
EU27,Historical,EV sales,Buses,BEV,2021,Vehicles,3100,"310000,00%"
EU27,Historical,EV charging points,EV,Publicly available fast,2021,charging points,29000,"2900000,00%"
EU27,Historical,EV stock share,Trucks,EV,2021,percent,30.999.999.493.361,"3099999949336100,00%"
EU27,Historical,EV sales share,Trucks,EV,2021,percent,479.999.989.271.164,"47999998927116400,00%"
EU27,Historical,EV stock,Cars,FCEV,2021,Vehicles,2700,"270000,00%"
EU27,Historical,EV sales,Cars,FCEV,2021,Vehicles,860,"86000,00%"
EU27,Historical,EV stock,Cars,BEV,2021,Vehicles,2000000,"200000000,00%"
EU27,Historical,EV sales,Cars,BEV,2021,Vehicles,890000,"89000000,00%"
EU27,Historical,EV stock,Vans,PHEV,2021,Vehicles,4100,"410000,00%"
EU27,Historical,EV stock,Trucks,BEV,2021,Vehicles,1600,"160000,00%"
EU27,Historical,EV stock,Trucks,FCEV,2021,Vehicles,14,"1400,00%"
EU27,Historical,EV sales,Trucks,PHEV,2021,Vehicles,26,"2600,00%"
EU27,Historical,EV sales,Trucks,FCEV,2021,Vehicles,9,"900,00%"
EU27,Historical,EV stock,Trucks,PHEV,2021,Vehicles,48,"4800,00%"
Europe,Projection-APS,EV sales,Vans,PHEV,2021,Vehicles,3500,"350000,00%"
Europe,Projection-APS,EV stock,Vans,BEV,2021,Vehicles,210000,"21000000,00%"
Europe,Projection-APS,EV sales,Vans,BEV,2021,Vehicles,60000,"6000000,00%"
Europe,Projection-APS,EV stock,Buses,PHEV,2021,Vehicles,1300,"130000,00%"
Europe,Projection-APS,EV sales,Buses,PHEV,2021,Vehicles,140,"14000,00%"
Europe,Projection-APS,EV stock,Buses,FCEV,2021,Vehicles,190,"19000,00%"
Europe,Projection-APS,EV sales,Buses,FCEV,2021,Vehicles,90,"9000,00%"
Europe,Projection-APS,EV stock,Buses,BEV,2021,Vehicles,10000,"1000000,00%"
Europe,Projection-APS,EV sales,Buses,BEV,2021,Vehicles,3900,"390000,00%"
Europe,Projection-APS,EV sales,Trucks,PHEV,2021,Vehicles,26,"2600,00%"
Europe,Projection-APS,EV stock,Trucks,FCEV,2021,Vehicles,14,"1400,00%"
Europe,Projection-APS,EV sales,Trucks,FCEV,2021,Vehicles,69,"6900,00%"
Europe,Projection-APS,EV stock,Trucks,BEV,2021,Vehicles,2200,"220000,00%"
Europe,Projection-APS,EV sales,Trucks,BEV,2021,Vehicles,1700,"170000,00%"
Europe,Projection-APS,EV stock,Cars,PHEV,2021,Vehicles,2500000,"250000000,00%"
Europe,Projection-APS,EV sales,Cars,PHEV,2021,Vehicles,1100000,"110000000,00%"
Europe,Projection-APS,EV stock,Cars,FCEV,2021,Vehicles,3400,"340000,00%"
Europe,Projection-APS,EV stock,Trucks,PHEV,2021,Vehicles,50,"5000,00%"
Europe,Projection-APS,EV sales,Cars,FCEV,2021,Vehicles,960,"96000,00%"
Europe,Projection-APS,EV stock,Cars,BEV,2021,Vehicles,2900000,"290000000,00%"
Europe,Projection-APS,EV sales,Cars,BEV,2021,Vehicles,1200000,"120000000,00%"
Europe,Projection-APS,EV stock,Vans,PHEV,2021,Vehicles,6900,"690000,00%"
Europe,Projection-APS,EV stock,Vans,FCEV,2021,Vehicles,330,"33000,00%"
Europe,Projection-APS,EV sales,Vans,FCEV,2021,Vehicles,27,"2700,00%"
Europe,Projection-STEPS,EV charging points,EV,Publicly available fast,2021,charging points,43000,"4300000,00%"
Europe,Projection-STEPS,EV charging points,EV,Publicly available slow,2021,charging points,310000,"31000000,00%"
Europe,Projection-APS,Electricity demand,Buses,EV,2021,GWh,580,"58000,00%"
Europe,Projection-APS,Electricity demand,Trucks,EV,2021,GWh,130,"13000,00%"
Europe,Projection-APS,Electricity demand,Vans,EV,2021,GWh,1100,"110000,00%"
Europe,Projection-APS,Electricity demand,Cars,EV,2021,GWh,7800,"780000,00%"
Europe,Projection-APS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,2.300.000.051.036,"230000005103600,00%"
Europe,Projection-APS,Oil displacement Mbd,Trucks,EV,2021,Milion barrels per day,790.000.020.061,"79000002006100,00%"
Europe,Projection-APS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,8.399.999.700.487,"839999970048700,00%"
Europe,Projection-APS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,61.999.998.986.721,"6199999898672100,00%"
Europe,Projection-APS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",130,"13000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Trucks,EV,2021,"Oil displacement, million lge",46,"4600,00%"
Europe,Projection-APS,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",490,"49000,00%"
Europe,Projection-APS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",3600,"360000,00%"
Europe,Historical,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,2.300.000.051.036,"230000005103600,00%"
Europe,Historical,Oil displacement Mbd,Trucks,EV,2021,Milion barrels per day,790.000.020.061,"79000002006100,00%"
Europe,Historical,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,8.399.999.700.487,"839999970048700,00%"
Europe,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,61.999.998.986.721,"6199999898672100,00%"
Europe,Historical,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",130,"13000,00%"
Europe,Historical,"Oil displacement, million lge",Trucks,EV,2021,"Oil displacement, million lge",46,"4600,00%"
Europe,Historical,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",490,"49000,00%"
Europe,Historical,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",3600,"360000,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,2.300.000.051.036,"230000005103600,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2021,Milion barrels per day,790.000.020.061,"79000002006100,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,8.399.999.700.487,"839999970048700,00%"
Europe,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,61.999.998.986.721,"6199999898672100,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",130,"13000,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2021,"Oil displacement, million lge",46,"4600,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",490,"49000,00%"
Europe,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",3600,"360000,00%"
Europe,Historical,EV stock share,Trucks,EV,2021,percent,28.999.999.165.535,"2899999916553500,00%"
Europe,Historical,EV sales share,Trucks,EV,2021,percent,349.999.994.039.536,"34999999403953600,00%"
Europe,Historical,EV stock share,Cars,EV,2021,percent,179.999.995.231.628,"17999999523162800,00%"
Europe,Historical,EV charging points,EV,Publicly available slow,2021,charging points,310000,"31000000,00%"
Europe,Historical,EV charging points,EV,Publicly available fast,2021,charging points,43000,"4300000,00%"
Europe,Projection-APS,EV stock share,Trucks,EV,2021,percent,28.999.999.165.535,"2899999916553500,00%"
Europe,Projection-APS,EV sales share,Trucks,EV,2021,percent,349.999.994.039.536,"34999999403953600,00%"
Europe,Projection-APS,EV sales share,Cars,EV,2021,percent,17,"1700,00%"
Europe,Projection-APS,EV stock share,Vans,EV,2021,percent,579.999.983.310.699,"57999998331069900,00%"
Europe,Projection-APS,EV sales share,Vans,EV,2021,percent,290.000.009.536.743,"29000000953674300,00%"
Europe,Projection-APS,EV stock share,Buses,EV,2021,percent,790.000.021.457.672,"79000002145767200,00%"
Europe,Projection-APS,EV stock share,Cars,EV,2021,percent,179.999.995.231.628,"17999999523162800,00%"
Europe,Projection-APS,EV sales share,Buses,EV,2021,percent,669.999.980.926.514,"66999998092651400,00%"
Europe,Historical,EV sales share,Cars,EV,2021,percent,17,"1700,00%"
Europe,Historical,EV sales share,Buses,EV,2021,percent,669.999.980.926.514,"66999998092651400,00%"
Europe,Historical,EV stock share,Vans,EV,2021,percent,579.999.983.310.699,"57999998331069900,00%"
Europe,Historical,EV sales share,Vans,EV,2021,percent,290.000.009.536.743,"29000000953674300,00%"
Europe,Historical,EV stock share,Buses,EV,2021,percent,790.000.021.457.672,"79000002145767200,00%"
Europe,Projection-APS,EV charging points,EV,Publicly available fast,2021,charging points,43000,"4300000,00%"
Europe,Projection-APS,EV charging points,EV,Publicly available slow,2021,charging points,310000,"31000000,00%"
Europe,Projection-STEPS,EV sales share,Trucks,EV,2021,percent,349.999.994.039.536,"34999999403953600,00%"
Europe,Projection-STEPS,EV stock share,Trucks,EV,2021,percent,28.999.999.165.535,"2899999916553500,00%"
Europe,Projection-STEPS,EV stock share,Cars,EV,2021,percent,179.999.995.231.628,"17999999523162800,00%"
Europe,Projection-STEPS,EV sales share,Cars,EV,2021,percent,17,"1700,00%"
Europe,Projection-STEPS,EV stock share,Vans,EV,2021,percent,579.999.983.310.699,"57999998331069900,00%"
Europe,Projection-STEPS,EV sales share,Vans,EV,2021,percent,290.000.009.536.743,"29000000953674300,00%"
Europe,Projection-STEPS,EV sales share,Buses,EV,2021,percent,669.999.980.926.514,"66999998092651400,00%"
Europe,Projection-STEPS,EV stock share,Buses,EV,2021,percent,790.000.021.457.672,"79000002145767200,00%"
Europe,Projection-STEPS,EV sales,Trucks,PHEV,2021,Vehicles,26,"2600,00%"
Europe,Projection-STEPS,EV stock,Trucks,PHEV,2021,Vehicles,50,"5000,00%"
Europe,Projection-STEPS,EV stock,Trucks,FCEV,2021,Vehicles,14,"1400,00%"
Europe,Projection-STEPS,EV sales,Trucks,FCEV,2021,Vehicles,69,"6900,00%"
Europe,Projection-STEPS,EV stock,Trucks,BEV,2021,Vehicles,2200,"220000,00%"
Europe,Projection-STEPS,EV sales,Trucks,BEV,2021,Vehicles,1700,"170000,00%"
Europe,Projection-STEPS,EV stock,Cars,PHEV,2021,Vehicles,2500000,"250000000,00%"
Europe,Projection-STEPS,EV sales,Cars,PHEV,2021,Vehicles,1100000,"110000000,00%"
Europe,Projection-STEPS,EV stock,Cars,FCEV,2021,Vehicles,3400,"340000,00%"
Europe,Projection-STEPS,EV sales,Cars,FCEV,2021,Vehicles,960,"96000,00%"
Europe,Projection-STEPS,EV stock,Buses,PHEV,2021,Vehicles,1300,"130000,00%"
Europe,Projection-STEPS,EV sales,Buses,PHEV,2021,Vehicles,140,"14000,00%"
Europe,Projection-STEPS,EV stock,Buses,FCEV,2021,Vehicles,190,"19000,00%"
Europe,Projection-STEPS,EV sales,Buses,FCEV,2021,Vehicles,90,"9000,00%"
Europe,Projection-STEPS,EV stock,Buses,BEV,2021,Vehicles,10000,"1000000,00%"
Europe,Projection-STEPS,EV sales,Buses,BEV,2021,Vehicles,3900,"390000,00%"
Europe,Projection-STEPS,EV stock,Cars,BEV,2021,Vehicles,2900000,"290000000,00%"
Europe,Projection-STEPS,EV sales,Cars,BEV,2021,Vehicles,1200000,"120000000,00%"
Europe,Projection-STEPS,EV stock,Vans,PHEV,2021,Vehicles,6900,"690000,00%"
Europe,Projection-STEPS,EV sales,Vans,PHEV,2021,Vehicles,3500,"350000,00%"
Europe,Projection-STEPS,EV stock,Vans,BEV,2021,Vehicles,210000,"21000000,00%"
Europe,Projection-STEPS,EV sales,Vans,BEV,2021,Vehicles,60000,"6000000,00%"
Europe,Projection-STEPS,EV stock,Vans,FCEV,2021,Vehicles,330,"33000,00%"
Europe,Projection-STEPS,EV sales,Vans,FCEV,2021,Vehicles,27,"2700,00%"
Europe,Historical,EV stock,Trucks,BEV,2021,Vehicles,2200,"220000,00%"
Europe,Historical,EV stock,Trucks,FCEV,2021,Vehicles,14,"1400,00%"
Europe,Historical,EV stock,Trucks,PHEV,2021,Vehicles,50,"5000,00%"
Europe,Historical,EV sales,Trucks,PHEV,2021,Vehicles,26,"2600,00%"
Europe,Historical,EV sales,Trucks,FCEV,2021,Vehicles,69,"6900,00%"
Europe,Historical,Electricity demand,Buses,EV,2021,GWh,580,"58000,00%"
Europe,Historical,Electricity demand,Trucks,EV,2021,GWh,130,"13000,00%"
Europe,Historical,Electricity demand,Vans,EV,2021,GWh,1100,"110000,00%"
Europe,Historical,Electricity demand,Cars,EV,2021,GWh,7800,"780000,00%"
Europe,Projection-STEPS,Electricity demand,Buses,EV,2021,GWh,580,"58000,00%"
Europe,Projection-STEPS,Electricity demand,Trucks,EV,2021,GWh,130,"13000,00%"
Europe,Projection-STEPS,Electricity demand,Vans,EV,2021,GWh,1100,"110000,00%"
Europe,Projection-STEPS,Electricity demand,Cars,EV,2021,GWh,7800,"780000,00%"
Europe,Historical,EV sales,Trucks,BEV,2021,Vehicles,1700,"170000,00%"
Europe,Historical,EV stock,Cars,PHEV,2021,Vehicles,2500000,"250000000,00%"
Europe,Historical,EV sales,Cars,PHEV,2021,Vehicles,1100000,"110000000,00%"
Europe,Historical,EV stock,Cars,FCEV,2021,Vehicles,3400,"340000,00%"
Europe,Historical,EV sales,Cars,FCEV,2021,Vehicles,960,"96000,00%"
Europe,Historical,EV stock,Cars,BEV,2021,Vehicles,2900000,"290000000,00%"
Europe,Historical,EV sales,Cars,BEV,2021,Vehicles,1200000,"120000000,00%"
Europe,Historical,EV stock,Vans,PHEV,2021,Vehicles,6900,"690000,00%"
Europe,Historical,EV sales,Vans,PHEV,2021,Vehicles,3500,"350000,00%"
Europe,Historical,EV stock,Vans,FCEV,2021,Vehicles,330,"33000,00%"
Europe,Historical,EV stock,Vans,BEV,2021,Vehicles,210000,"21000000,00%"
Europe,Historical,EV sales,Vans,FCEV,2021,Vehicles,27,"2700,00%"
Europe,Historical,EV sales,Buses,PHEV,2021,Vehicles,140,"14000,00%"
Europe,Historical,EV stock,Buses,FCEV,2021,Vehicles,190,"19000,00%"
Europe,Historical,EV stock,Buses,PHEV,2021,Vehicles,1300,"130000,00%"
Europe,Historical,EV sales,Vans,BEV,2021,Vehicles,60000,"6000000,00%"
Europe,Historical,EV sales,Buses,FCEV,2021,Vehicles,90,"9000,00%"
Europe,Historical,EV stock,Buses,BEV,2021,Vehicles,10000,"1000000,00%"
Europe,Historical,EV sales,Buses,BEV,2021,Vehicles,3900,"390000,00%"
Finland,Historical,EV stock share,Buses,EV,2021,percent,240.000.009.536.743,"24000000953674300,00%"
Finland,Historical,EV sales share,Vans,EV,2021,percent,279.999.995.231.628,"27999999523162800,00%"
Finland,Historical,EV sales share,Cars,EV,2021,percent,31,"3100,00%"
Finland,Historical,EV stock share,Vans,EV,2021,percent,300.000.011.920.929,"30000001192092900,00%"
Finland,Historical,EV sales share,Trucks,EV,2021,percent,7.599.999.755.621,"759999975562100,00%"
Finland,Historical,EV stock share,Cars,EV,2021,percent,359.999.990.463.257,"35999999046325700,00%"
Finland,Historical,EV stock share,Trucks,EV,2021,percent,9.999.999.776.483,"999999977648300,00%"
Finland,Historical,EV sales share,Buses,EV,2021,percent,49,"4900,00%"
Finland,Historical,EV charging points,EV,Publicly available fast,2021,charging points,770,"77000,00%"
Finland,Historical,EV charging points,EV,Publicly available slow,2021,charging points,5800,"580000,00%"
Finland,Historical,EV sales,Vans,BEV,2021,Vehicles,340,"34000,00%"
Finland,Historical,EV stock,Buses,PHEV,2021,Vehicles,2,"200,00%"
Finland,Historical,EV sales,Vans,PHEV,2021,Vehicles,38,"3800,00%"
Finland,Historical,EV stock,Vans,BEV,2021,Vehicles,800,"80000,00%"
Finland,Historical,EV stock,Buses,BEV,2021,Vehicles,270,"27000,00%"
Finland,Historical,EV sales,Buses,BEV,2021,Vehicles,190,"19000,00%"
Finland,Historical,EV stock,Cars,PHEV,2021,Vehicles,77000,"7700000,00%"
Finland,Historical,EV sales,Trucks,BEV,2021,Vehicles,3,"300,00%"
Finland,Historical,EV sales,Cars,FCEV,2021,Vehicles,1,"100,00%"
Finland,Historical,EV stock,Trucks,BEV,2021,Vehicles,9,"900,00%"
Finland,Historical,EV sales,Cars,PHEV,2021,Vehicles,20000,"2000000,00%"
Finland,Historical,EV stock,Vans,PHEV,2021,Vehicles,180,"18000,00%"
Finland,Historical,EV stock,Cars,FCEV,2021,Vehicles,1,"100,00%"
Finland,Historical,EV sales,Cars,BEV,2021,Vehicles,10000,"1000000,00%"
Finland,Historical,EV stock,Cars,BEV,2021,Vehicles,23000,"2300000,00%"
France,Historical,EV sales share,Trucks,EV,2021,percent,86.000.002.920.628,"8600000292062800,00%"
France,Historical,EV stock share,Trucks,EV,2021,percent,13.000.000.268.221,"1300000026822100,00%"
France,Historical,EV stock share,Cars,EV,2021,percent,189.999.997.615.814,"18999999761581400,00%"
France,Historical,EV sales share,Cars,EV,2021,percent,17,"1700,00%"
France,Historical,EV stock,Vans,FCEV,2021,Vehicles,290,"29000,00%"
France,Historical,EV stock,Buses,BEV,2021,Vehicles,1300,"130000,00%"
France,Historical,EV sales,Buses,FCEV,2021,Vehicles,1,"100,00%"
France,Historical,EV stock,Buses,FCEV,2021,Vehicles,4,"400,00%"
France,Historical,EV stock,Buses,PHEV,2021,Vehicles,70,"7000,00%"
France,Historical,EV sales,Vans,BEV,2021,Vehicles,12000,"1200000,00%"
France,Historical,EV stock,Vans,BEV,2021,Vehicles,69000,"6900000,00%"
France,Historical,EV sales,Vans,FCEV,2021,Vehicles,20,"2000,00%"
France,Historical,EV stock share,Vans,EV,2021,percent,110.000.002.384.186,"11000000238418600,00%"
France,Historical,EV sales share,Vans,EV,2021,percent,3,"300,00%"
France,Historical,EV stock share,Buses,EV,2021,percent,1.5,"4541300,00%"
France,Historical,EV sales share,Buses,EV,2021,percent,919.999.980.926.514,"91999998092651400,00%"
France,Historical,EV sales,Trucks,PHEV,2021,Vehicles,10,"1000,00%"
France,Historical,EV stock,Cars,BEV,2021,Vehicles,440000,"44000000,00%"
France,Historical,EV sales,Cars,BEV,2021,Vehicles,170000,"17000000,00%"
France,Historical,EV sales,Cars,FCEV,2021,Vehicles,14,"1400,00%"
France,Historical,EV stock,Cars,FCEV,2021,Vehicles,400,"40000,00%"
France,Historical,EV stock,Vans,PHEV,2021,Vehicles,1500,"150000,00%"
France,Historical,EV sales,Vans,PHEV,2021,Vehicles,800,"80000,00%"
France,Historical,EV stock,Trucks,BEV,2021,Vehicles,79,"7900,00%"
France,Historical,EV sales,Trucks,BEV,2021,Vehicles,29,"2900,00%"
France,Historical,EV stock,Cars,PHEV,2021,Vehicles,300000,"30000000,00%"
France,Historical,EV sales,Cars,PHEV,2021,Vehicles,140000,"14000000,00%"
France,Historical,EV sales,Buses,BEV,2021,Vehicles,620,"62000,00%"
France,Historical,EV charging points,EV,Publicly available fast,2021,charging points,4500,"450000,00%"
France,Historical,EV charging points,EV,Publicly available slow,2021,charging points,50000,"5000000,00%"
Germany,Historical,EV sales,Trucks,BEV,2021,Vehicles,1000,"100000,00%"
Germany,Historical,EV stock,Cars,PHEV,2021,Vehicles,630000,"63000000,00%"
Germany,Historical,EV stock,Trucks,BEV,2021,Vehicles,770,"77000,00%"
Germany,Historical,EV sales share,Trucks,EV,2021,percent,129.999.995.231.628,"12999999523162800,00%"
Germany,Historical,EV stock share,Cars,EV,2021,percent,259.999.990.463.257,"25999999046325700,00%"
Germany,Historical,EV sales share,Cars,EV,2021,percent,26,"2600,00%"
Germany,Historical,EV stock share,Trucks,EV,2021,percent,79.999.998.211.861,"7999999821186100,00%"
Germany,Historical,EV stock share,Vans,EV,2021,percent,129.999.995.231.628,"12999999523162800,00%"
Germany,Historical,EV sales share,Vans,EV,2021,percent,509.999.990.463.257,"50999999046325700,00%"
Germany,Historical,EV stock,Cars,BEV,2021,Vehicles,620000,"62000000,00%"
Germany,Historical,EV sales,Cars,FCEV,2021,Vehicles,460,"46000,00%"
Germany,Historical,EV sales,Cars,BEV,2021,Vehicles,360000,"36000000,00%"
Germany,Historical,EV stock,Vans,PHEV,2021,Vehicles,500,"50000,00%"
Germany,Historical,EV stock share,Buses,EV,2021,percent,179.999.995.231.628,"17999999523162800,00%"
Germany,Historical,EV sales share,Buses,EV,2021,percent,9.5,"4542100,00%"
Germany,Historical,EV stock,Cars,FCEV,2021,Vehicles,1200,"120000,00%"
Germany,Historical,EV sales,Cars,PHEV,2021,Vehicles,330000,"33000000,00%"
Germany,Historical,EV stock,Buses,BEV,2021,Vehicles,1300,"130000,00%"
Germany,Historical,EV sales,Buses,BEV,2021,Vehicles,610,"61000,00%"
Germany,Historical,EV charging points,EV,Publicly available fast,2021,charging points,9300,"930000,00%"
Germany,Historical,EV charging points,EV,Publicly available slow,2021,charging points,50000,"5000000,00%"
Germany,Historical,EV sales,Vans,PHEV,2021,Vehicles,310,"31000,00%"
Germany,Historical,EV sales,Vans,FCEV,2021,Vehicles,5,"500,00%"
Germany,Historical,EV stock,Vans,FCEV,2021,Vehicles,16,"1600,00%"
Germany,Historical,EV stock,Vans,BEV,2021,Vehicles,41000,"4100000,00%"
Germany,Historical,EV stock,Buses,PHEV,2021,Vehicles,130,"13000,00%"
Germany,Historical,EV sales,Vans,BEV,2021,Vehicles,13000,"1300000,00%"
Germany,Historical,EV sales,Buses,FCEV,2021,Vehicles,33,"3300,00%"
Germany,Historical,EV stock,Buses,FCEV,2021,Vehicles,87,"8700,00%"
Germany,Historical,EV sales,Buses,PHEV,2021,Vehicles,5,"500,00%"
Greece,Historical,EV charging points,EV,Publicly available fast,2021,charging points,100,"10000,00%"
Greece,Historical,EV charging points,EV,Publicly available slow,2021,charging points,1200,"120000,00%"
Greece,Historical,EV stock share,Cars,EV,2021,percent,259.999.990.463.257,"25999999046325700,00%"
Greece,Historical,EV stock,Cars,PHEV,2021,Vehicles,7000,"700000,00%"
Greece,Historical,EV sales share,Cars,EV,2021,percent,690.000.009.536.743,"69000000953674300,00%"
Greece,Historical,EV sales,Cars,BEV,2021,Vehicles,2200,"220000,00%"
Greece,Historical,EV stock,Cars,BEV,2021,Vehicles,3300,"330000,00%"
Greece,Historical,EV sales,Cars,PHEV,2021,Vehicles,4800,"480000,00%"
Hungary,Historical,EV sales share,Cars,EV,2021,percent,7,"700,00%"
Hungary,Historical,EV sales,Cars,PHEV,2021,Vehicles,4200,"420000,00%"
Hungary,Historical,EV sales,Cars,BEV,2021,Vehicles,4300,"430000,00%"
Iceland,Historical,EV charging points,EV,Publicly available fast,2021,charging points,120,"12000,00%"
